time,divergence_dt,divergence_dt_half,divergence_dt_quarter
2.0020,4.02848039e-06,2.11212252e-06,2.11212322e-06
2.0030,4.03235826e-06,2.11289177e-06,2.11289247e-06
2.0040,4.03624053e-06,2.11366076e-06,2.11366146e-06
2.0050,4.04012723e-06,2.11442950e-06,2.11443021e-06
2.0060,4.04401835e-06,2.11519799e-06,2.11519869e-06
2.0070,4.04791392e-06,2.11596622e-06,2.11596692e-06
2.0080,4.05181395e-06,2.11673419e-06,2.11673490e-06
2.0090,4.05571844e-06,2.11750191e-06,2.11750261e-06
2.0100,4.05962742e-06,2.11826937e-06,2.11827007e-06
2.0110,4.06354090e-06,2.11903657e-06,2.11903727e-06
2.0120,4.06745889e-06,2.11980351e-06,2.11980422e-06
2.0130,4.07138140e-06,2.12057019e-06,2.12057090e-06
2.0140,4.07530845e-06,2.12133661e-06,2.12133732e-06
2.0150,4.07924005e-06,2.12210277e-06,2.12210348e-06
2.0160,4.08317622e-06,2.12286867e-06,2.12286938e-06
2.0170,4.08711697e-06,2.12363431e-06,2.12363501e-06
2.0180,4.09106231e-06,2.12439968e-06,2.12440039e-06
2.0190,4.09501227e-06,2.12516478e-06,2.12516549e-06
2.0200,4.09896685e-06,2.12592963e-06,2.12593034e-06
2.0210,4.10292607e-06,2.12669420e-06,2.12669492e-06
2.0220,4.10688994e-06,2.12745852e-06,2.12745923e-06
2.0230,4.11085849e-06,2.12822256e-06,2.12822327e-06
2.0240,4.11483172e-06,2.12898634e-06,2.12898705e-06
2.0250,4.11880965e-06,2.12974984e-06,2.12975056e-06
2.0260,4.12279230e-06,2.13051308e-06,2.13051380e-06
2.0270,4.12677968e-06,2.13127605e-06,2.13127677e-06
2.0280,4.13077182e-06,2.13203875e-06,2.13203947e-06
2.0290,4.13476872e-06,2.13280118e-06,2.13280189e-06
2.0300,4.13877040e-06,2.13356333e-06,2.13356405e-06
2.0310,4.14277687e-06,2.13432522e-06,2.13432593e-06
2.0320,4.14678817e-06,2.13508683e-06,2.13508754e-06
2.0330,4.15080430e-06,2.13584816e-06,2.13584888e-06
2.0340,4.15482527e-06,2.13660922e-06,2.13660994e-06
2.0350,4.15885112e-06,2.13737001e-06,2.13737072e-06
2.0360,4.16288185e-06,2.13813051e-06,2.13813123e-06
2.0370,4.16691747e-06,2.13889075e-06,2.13889147e-06
2.0380,4.17095802e-06,2.13965070e-06,2.13965142e-06
2.0390,4.17500351e-06,2.14041038e-06,2.14041110e-06
2.0400,4.17905395e-06,2.14116977e-06,2.14117049e-06
2.0410,4.18310936e-06,2.14192889e-06,2.14192961e-06
2.0420,4.18716977e-06,2.14268773e-06,2.14268845e-06
2.0430,4.19123518e-06,2.14344628e-06,2.14344700e-06
2.0440,4.19530563e-06,2.14420455e-06,2.14420528e-06
2.0450,4.19938112e-06,2.14496254e-06,2.14496327e-06
2.0460,4.20346167e-06,2.14572025e-06,2.14572098e-06
2.0470,4.20754731e-06,2.14647767e-06,2.14647840e-06
2.0480,4.21163806e-06,2.14723481e-06,2.14723554e-06
2.0490,4.21573393e-06,2.14799166e-06,2.14799239e-06
2.0500,4.21983494e-06,2.14874823e-06,2.14874896e-06
2.0510,4.22394112e-06,2.14950451e-06,2.14950524e-06
2.0520,4.22805248e-06,2.15026050e-06,2.15026123e-06
2.0530,4.23216904e-06,2.15101620e-06,2.15101693e-06
2.0540,4.23629082e-06,2.15177162e-06,2.15177235e-06
2.0550,4.24041785e-06,2.15252674e-06,2.15252747e-06
2.0560,4.24455014e-06,2.15328157e-06,2.15328230e-06
2.0570,4.24868771e-06,2.15403612e-06,2.15403685e-06
2.0580,4.25283059e-06,2.15479037e-06,2.15479110e-06
2.0590,4.25697879e-06,2.15554432e-06,2.15554505e-06
2.0600,4.26113234e-06,2.15629799e-06,2.15629872e-06
2.0610,4.26529126e-06,2.15705135e-06,2.15705209e-06
2.0620,4.26945556e-06,2.15780443e-06,2.15780516e-06
2.0630,4.27362528e-06,2.15855721e-06,2.15855794e-06
2.0640,4.27780042e-06,2.15930969e-06,2.15931042e-06
2.0650,4.28198102e-06,2.16006187e-06,2.16006261e-06
2.0660,4.28616710e-06,2.16081376e-06,2.16081450e-06
2.0670,4.29035867e-06,2.16156535e-06,2.16156609e-06
2.0680,4.29455576e-06,2.16231664e-06,2.16231738e-06
2.0690,4.29875839e-06,2.16306763e-06,2.16306837e-06
2.0700,4.30296658e-06,2.16381832e-06,2.16381905e-06
2.0710,4.30718036e-06,2.16456871e-06,2.16456944e-06
2.0720,4.31139975e-06,2.16531879e-06,2.16531953e-06
2.0730,4.31562478e-06,2.16606857e-06,2.16606931e-06
2.0740,4.31985545e-06,2.16681805e-06,2.16681879e-06
2.0750,4.32409181e-06,2.16756722e-06,2.16756796e-06
2.0760,4.32833386e-06,2.16831609e-06,2.16831683e-06
2.0770,4.33258164e-06,2.16906466e-06,2.16906540e-06
2.0780,4.33683517e-06,2.16981291e-06,2.16981365e-06
2.0790,4.34109447e-06,2.17056086e-06,2.17056160e-06
2.0800,4.34535956e-06,2.17130850e-06,2.17130925e-06
2.0810,4.34963047e-06,2.17205584e-06,2.17205658e-06
2.0820,4.35390723e-06,2.17280286e-06,2.17280360e-06
2.0830,4.35818985e-06,2.17354957e-06,2.17355032e-06
2.0840,4.36247837e-06,2.17429597e-06,2.17429672e-06
2.0850,4.36677280e-06,2.17504207e-06,2.17504281e-06
2.0860,4.37107317e-06,2.17578784e-06,2.17578859e-06
2.0870,4.37537951e-06,2.17653331e-06,2.17653405e-06
2.0880,4.37969184e-06,2.17727846e-06,2.17727921e-06
2.0890,4.38401018e-06,2.17802330e-06,2.17802404e-06
2.0900,4.38833457e-06,2.17876782e-06,2.17876857e-06
2.0910,4.39266501e-06,2.17951202e-06,2.17951277e-06
2.0920,4.39700156e-06,2.18025591e-06,2.18025666e-06
2.0930,4.40134421e-06,2.18099948e-06,2.18100023e-06
2.0940,4.40569301e-06,2.18174274e-06,2.18174349e-06
2.0950,4.41004798e-06,2.18248567e-06,2.18248642e-06
2.0960,4.41440914e-06,2.18322829e-06,2.18322904e-06
2.0970,4.41877652e-06,2.18397058e-06,2.18397133e-06
2.0980,4.42315015e-06,2.18471256e-06,2.18471331e-06
2.0990,4.42753005e-06,2.18545421e-06,2.18545496e-06
2.1000,4.43191625e-06,2.18619554e-06,2.18619629e-06
2.1010,4.43630877e-06,2.18693654e-06,2.18693729e-06
2.1020,4.44070765e-06,2.18767722e-06,2.18767798e-06
2.1030,4.44511290e-06,2.18841758e-06,2.18841834e-06
2.1040,4.44952456e-06,2.18915761e-06,2.18915837e-06
2.1050,4.45394265e-06,2.18989732e-06,2.18989807e-06
2.1060,4.45836720e-06,2.19063670e-06,2.19063745e-06
2.1070,4.46279824e-06,2.19137575e-06,2.19137651e-06
2.1080,4.46723580e-06,2.19211447e-06,2.19211523e-06
2.1090,4.47167989e-06,2.19285287e-06,2.19285362e-06
2.1100,4.47613056e-06,2.19359093e-06,2.19359169e-06
2.1110,4.48058782e-06,2.19432867e-06,2.19432942e-06
2.1120,4.48505171e-06,2.19506607e-06,2.19506683e-06
2.1130,4.48952225e-06,2.19580314e-06,2.19580390e-06
2.1140,4.49399947e-06,2.19653988e-06,2.19654064e-06
2.1150,4.49848340e-06,2.19727628e-06,2.19727704e-06
2.1160,4.50297407e-06,2.19801235e-06,2.19801311e-06
2.1170,4.50747151e-06,2.19874809e-06,2.19874885e-06
2.1180,4.51197574e-06,2.19948349e-06,2.19948425e-06
2.1190,4.51648680e-06,2.20021855e-06,2.20021931e-06
2.1200,4.52100470e-06,2.20095328e-06,2.20095404e-06
2.1210,4.52552949e-06,2.20168767e-06,2.20168843e-06
2.1220,4.53006119e-06,2.20242172e-06,2.20242248e-06
2.1230,4.53459983e-06,2.20315543e-06,2.20315620e-06
2.1240,4.53914544e-06,2.20388880e-06,2.20388957e-06
2.1250,4.54369804e-06,2.20462184e-06,2.20462260e-06
2.1260,4.54825767e-06,2.20535453e-06,2.20535529e-06
2.1270,4.55282436e-06,2.20608687e-06,2.20608764e-06
2.1280,4.55739814e-06,2.20681888e-06,2.20681964e-06
2.1290,4.56197903e-06,2.20755054e-06,2.20755131e-06
2.1300,4.56656707e-06,2.20828186e-06,2.20828263e-06
2.1310,4.57116229e-06,2.20901283e-06,2.20901360e-06
2.1320,4.57576471e-06,2.20974346e-06,2.20974423e-06
2.1330,4.58037437e-06,2.21047374e-06,2.21047451e-06
2.1340,4.58499130e-06,2.21120367e-06,2.21120444e-06
2.1350,4.58961552e-06,2.21193326e-06,2.21193403e-06
2.1360,4.59424707e-06,2.21266250e-06,2.21266327e-06
2.1370,4.59888598e-06,2.21339138e-06,2.21339215e-06
2.1380,4.60353228e-06,2.21411992e-06,2.21412069e-06
2.1390,4.60818600e-06,2.21484811e-06,2.21484888e-06
2.1400,4.61284717e-06,2.21557595e-06,2.21557672e-06
2.1410,4.61751583e-06,2.21630343e-06,2.21630420e-06
2.1420,4.62219199e-06,2.21703056e-06,2.21703133e-06
2.1430,4.62687571e-06,2.21775734e-06,2.21775811e-06
2.1440,4.63156699e-06,2.21848376e-06,2.21848454e-06
2.1450,4.63626589e-06,2.21920983e-06,2.21921060e-06
2.1460,4.64097242e-06,2.21993554e-06,2.21993632e-06
2.1470,4.64568662e-06,2.22066090e-06,2.22066167e-06
2.1480,4.65040852e-06,2.22138590e-06,2.22138667e-06
2.1490,4.65513816e-06,2.22211054e-06,2.22211132e-06
2.1500,4.65987557e-06,2.22283482e-06,2.22283560e-06
2.1510,4.66462077e-06,2.22355875e-06,2.22355952e-06
2.1520,4.66937380e-06,2.22428231e-06,2.22428309e-06
2.1530,4.67413469e-06,2.22500551e-06,2.22500629e-06
2.1540,4.67890347e-06,2.22572836e-06,2.22572913e-06
2.1550,4.68368019e-06,2.22645084e-06,2.22645161e-06
2.1560,4.68846485e-06,2.22717295e-06,2.22717373e-06
2.1570,4.69325752e-06,2.22789471e-06,2.22789548e-06
2.1580,4.69805820e-06,2.22861609e-06,2.22861687e-06
2.1590,4.70286694e-06,2.22933712e-06,2.22933790e-06
2.1600,4.70768377e-06,2.23005778e-06,2.23005856e-06
2.1610,4.71250872e-06,2.23077807e-06,2.23077885e-06
2.1620,4.71734182e-06,2.23149800e-06,2.23149878e-06
2.1630,4.72218311e-06,2.23221755e-06,2.23221834e-06
2.1640,4.72703262e-06,2.23293674e-06,2.23293752e-06
2.1650,4.73189039e-06,2.23365556e-06,2.23365635e-06
2.1660,4.73675644e-06,2.23437401e-06,2.23437480e-06
2.1670,4.74163081e-06,2.23509209e-06,2.23509288e-06
2.1680,4.74651353e-06,2.23580980e-06,2.23581058e-06
2.1690,4.75140464e-06,2.23652714e-06,2.23652792e-06
2.1700,4.75630417e-06,2.23724410e-06,2.23724489e-06
2.1710,4.76121215e-06,2.23796069e-06,2.23796148e-06
2.1720,4.76612862e-06,2.23867691e-06,2.23867769e-06
2.1730,4.77105361e-06,2.23939275e-06,2.23939354e-06
2.1740,4.77598715e-06,2.24010821e-06,2.24010900e-06
2.1750,4.78092928e-06,2.24082330e-06,2.24082409e-06
2.1760,4.78588003e-06,2.24153802e-06,2.24153881e-06
2.1770,4.79083944e-06,2.24225235e-06,2.24225314e-06
2.1780,4.79580754e-06,2.24296631e-06,2.24296710e-06
2.1790,4.80078436e-06,2.24367989e-06,2.24368068e-06
2.1800,4.80576993e-06,2.24439309e-06,2.24439388e-06
2.1810,4.81076430e-06,2.24510591e-06,2.24510670e-06
2.1820,4.81576750e-06,2.24581834e-06,2.24581914e-06
2.1830,4.82077955e-06,2.24653040e-06,2.24653119e-06
2.1840,4.82580050e-06,2.24724207e-06,2.24724287e-06
2.1850,4.83083038e-06,2.24795336e-06,2.24795416e-06
2.1860,4.83586922e-06,2.24866427e-06,2.24866506e-06
2.1870,4.84091706e-06,2.24937479e-06,2.24937559e-06
2.1880,4.84597393e-06,2.25008493e-06,2.25008572e-06
2.1890,4.85103986e-06,2.25079468e-06,2.25079548e-06
2.1900,4.85611490e-06,2.25150405e-06,2.25150484e-06
2.1910,4.86119907e-06,2.25221302e-06,2.25221382e-06
2.1920,4.86629241e-06,2.25292161e-06,2.25292241e-06
2.1930,4.87139495e-06,2.25362981e-06,2.25363061e-06
2.1940,4.87650674e-06,2.25433763e-06,2.25433842e-06
2.1950,4.88162780e-06,2.25504505e-06,2.25504585e-06
2.1960,4.88675817e-06,2.25575208e-06,2.25575288e-06
2.1970,4.89189788e-06,2.25645872e-06,2.25645952e-06
2.1980,4.89704697e-06,2.25716497e-06,2.25716577e-06
2.1990,4.90220547e-06,2.25787082e-06,2.25787162e-06
2.2000,4.90737343e-06,2.25857629e-06,2.25857708e-06
2.2010,4.91255086e-06,2.25928135e-06,2.25928215e-06
2.2020,4.91773782e-06,2.25998603e-06,2.25998683e-06
2.2030,4.92293432e-06,2.26069031e-06,2.26069111e-06
2.2040,4.92814042e-06,2.26139419e-06,2.26139499e-06
2.2050,4.93335614e-06,2.26209767e-06,2.26209848e-06
2.2060,4.93858152e-06,2.26280076e-06,2.26280156e-06
2.2070,4.94381659e-06,2.26350345e-06,2.26350426e-06
2.2080,4.94906139e-06,2.26420574e-06,2.26420655e-06
2.2090,4.95431595e-06,2.26490764e-06,2.26490844e-06
2.2100,4.95958031e-06,2.26560913e-06,2.26560993e-06
2.2110,4.96485451e-06,2.26631022e-06,2.26631103e-06
2.2120,4.97013857e-06,2.26701091e-06,2.26701172e-06
2.2130,4.97543254e-06,2.26771120e-06,2.26771201e-06
2.2140,4.98073645e-06,2.26841109e-06,2.26841189e-06
2.2150,4.98605034e-06,2.26911057e-06,2.26911138e-06
2.2160,4.99137423e-06,2.26980965e-06,2.26981045e-06
2.2170,4.99670817e-06,2.27050832e-06,2.27050913e-06
2.2180,5.00205219e-06,2.27120659e-06,2.27120740e-06
2.2190,5.00740632e-06,2.27190445e-06,2.27190526e-06
2.2200,5.01277061e-06,2.27260191e-06,2.27260272e-06
2.2210,5.01814508e-06,2.27329896e-06,2.27329977e-06
2.2220,5.02352977e-06,2.27399560e-06,2.27399641e-06
2.2230,5.02892472e-06,2.27469183e-06,2.27469264e-06
2.2240,5.03432996e-06,2.27538766e-06,2.27538847e-06
2.2250,5.03974552e-06,2.27608307e-06,2.27608388e-06
2.2260,5.04517145e-06,2.27677808e-06,2.27677889e-06
2.2270,5.05060777e-06,2.27747267e-06,2.27747348e-06
2.2280,5.05605453e-06,2.27816685e-06,2.27816766e-06
2.2290,5.06151175e-06,2.27886062e-06,2.27886143e-06
2.2300,5.06697948e-06,2.27955397e-06,2.27955479e-06
2.2310,5.07245774e-06,2.28024691e-06,2.28024773e-06
2.2320,5.07794657e-06,2.28093944e-06,2.28094026e-06
2.2330,5.08344601e-06,2.28163156e-06,2.28163237e-06
2.2340,5.08895610e-06,2.28232325e-06,2.28232407e-06
2.2350,5.09447686e-06,2.28301453e-06,2.28301535e-06
2.2360,5.10000833e-06,2.28370540e-06,2.28370621e-06
2.2370,5.10555055e-06,2.28439584e-06,2.28439666e-06
2.2380,5.11110355e-06,2.28508587e-06,2.28508669e-06
2.2390,5.11666736e-06,2.28577548e-06,2.28577630e-06
2.2400,5.12224203e-06,2.28646467e-06,2.28646549e-06
2.2410,5.12782759e-06,2.28715345e-06,2.28715426e-06
2.2420,5.13342406e-06,2.28784180e-06,2.28784261e-06
2.2430,5.13903149e-06,2.28852973e-06,2.28853054e-06
2.2440,5.14464991e-06,2.28921723e-06,2.28921805e-06
2.2450,5.15027935e-06,2.28990432e-06,2.28990514e-06
2.2460,5.15591986e-06,2.29059098e-06,2.29059180e-06
2.2470,5.16157145e-06,2.29127722e-06,2.29127804e-06
2.2480,5.16723417e-06,2.29196303e-06,2.29196385e-06
2.2490,5.17290806e-06,2.29264842e-06,2.29264924e-06
2.2500,5.17859314e-06,2.29333339e-06,2.29333421e-06
2.2510,5.18428945e-06,2.29401793e-06,2.29401875e-06
2.2520,5.18999703e-06,2.29470204e-06,2.29470286e-06
2.2530,5.19571590e-06,2.29538572e-06,2.29538655e-06
2.2540,5.20144611e-06,2.29606898e-06,2.29606980e-06
2.2550,5.20718769e-06,2.29675181e-06,2.29675263e-06
2.2560,5.21294066e-06,2.29743421e-06,2.29743503e-06
2.2570,5.21870507e-06,2.29811618e-06,2.29811700e-06
2.2580,5.22448094e-06,2.29879772e-06,2.29879854e-06
2.2590,5.23026832e-06,2.29947883e-06,2.29947965e-06
2.2600,5.23606723e-06,2.30015950e-06,2.30016033e-06
2.2610,5.24187771e-06,2.30083975e-06,2.30084057e-06
2.2620,5.24769980e-06,2.30151956e-06,2.30152039e-06
2.2630,5.25353351e-06,2.30219894e-06,2.30219977e-06
2.2640,5.25937890e-06,2.30287789e-06,2.30287871e-06
2.2650,5.26523599e-06,2.30355640e-06,2.30355723e-06
2.2660,5.27110481e-06,2.30423448e-06,2.30423530e-06
2.2670,5.27698539e-06,2.30491212e-06,2.30491295e-06
2.2680,5.28287778e-06,2.30558932e-06,2.30559015e-06
2.2690,5.28878200e-06,2.30626609e-06,2.30626692e-06
2.2700,5.29469809e-06,2.30694242e-06,2.30694325e-06
2.2710,5.30062607e-06,2.30761832e-06,2.30761915e-06
2.2720,5.30656598e-06,2.30829377e-06,2.30829461e-06
2.2730,5.31251786e-06,2.30896879e-06,2.30896962e-06
2.2740,5.31848172e-06,2.30964337e-06,2.30964420e-06
2.2750,5.32445762e-06,2.31031751e-06,2.31031834e-06
2.2760,5.33044557e-06,2.31099121e-06,2.31099204e-06
2.2770,5.33644562e-06,2.31166446e-06,2.31166530e-06
2.2780,5.34245778e-06,2.31233728e-06,2.31233811e-06
2.2790,5.34848210e-06,2.31300965e-06,2.31301048e-06
2.2800,5.35451860e-06,2.31368158e-06,2.31368241e-06
2.2810,5.36056732e-06,2.31435307e-06,2.31435390e-06
2.2820,5.36662828e-06,2.31502411e-06,2.31502495e-06
2.2830,5.37270152e-06,2.31569471e-06,2.31569554e-06
2.2840,5.37878707e-06,2.31636486e-06,2.31636570e-06
2.2850,5.38488496e-06,2.31703457e-06,2.31703541e-06
2.2860,5.39099522e-06,2.31770383e-06,2.31770467e-06
2.2870,5.39711788e-06,2.31837265e-06,2.31837349e-06
2.2880,5.40325296e-06,2.31904102e-06,2.31904186e-06
2.2890,5.40940051e-06,2.31970894e-06,2.31970978e-06
2.2900,5.41556055e-06,2.32037641e-06,2.32037725e-06
2.2910,5.42173311e-06,2.32104344e-06,2.32104428e-06
2.2920,5.42791822e-06,2.32171002e-06,2.32171086e-06
2.2930,5.43411590e-06,2.32237614e-06,2.32237698e-06
2.2940,5.44032620e-06,2.32304182e-06,2.32304266e-06
2.2950,5.44654913e-06,2.32370705e-06,2.32370789e-06
2.2960,5.45278473e-06,2.32437182e-06,2.32437266e-06
2.2970,5.45903302e-06,2.32503614e-06,2.32503699e-06
2.2980,5.46529404e-06,2.32570002e-06,2.32570086e-06
2.2990,5.47156780e-06,2.32636343e-06,2.32636428e-06
2.3000,5.47785435e-06,2.32702640e-06,2.32702724e-06
2.3010,5.48415370e-06,2.32768891e-06,2.32768976e-06
2.3020,5.49046590e-06,2.32835097e-06,2.32835181e-06
2.3030,5.49679095e-06,2.32901257e-06,2.32901342e-06
2.3040,5.50312889e-06,2.32967372e-06,2.32967457e-06
2.3050,5.50947975e-06,2.33033441e-06,2.33033526e-06
2.3060,5.51584356e-06,2.33099465e-06,2.33099550e-06
2.3070,5.52222034e-06,2.33165443e-06,2.33165528e-06
2.3080,5.52861011e-06,2.33231375e-06,2.33231460e-06
2.3090,5.53501291e-06,2.33297262e-06,2.33297347e-06
2.3100,5.54142876e-06,2.33363103e-06,2.33363188e-06
2.3110,5.54785769e-06,2.33428898e-06,2.33428983e-06
2.3120,5.55429972e-06,2.33494647e-06,2.33494732e-06
2.3130,5.56075488e-06,2.33560350e-06,2.33560435e-06
2.3140,5.56722318e-06,2.33626007e-06,2.33626092e-06
2.3150,5.57370467e-06,2.33691618e-06,2.33691703e-06
2.3160,5.58019936e-06,2.33757183e-06,2.33757268e-06
2.3170,5.58670728e-06,2.33822702e-06,2.33822787e-06
2.3180,5.59322845e-06,2.33888175e-06,2.33888260e-06
2.3190,5.59976289e-06,2.33953602e-06,2.33953687e-06
2.3200,5.60631064e-06,2.34018982e-06,2.34019067e-06
2.3210,5.61287170e-06,2.34084316e-06,2.34084401e-06
2.3220,5.61944612e-06,2.34149604e-06,2.34149689e-06
2.3230,5.62603390e-06,2.34214845e-06,2.34214931e-06
2.3240,5.63263507e-06,2.34280040e-06,2.34280126e-06
2.3250,5.63924966e-06,2.34345189e-06,2.34345274e-06
2.3260,5.64587769e-06,2.34410291e-06,2.34410376e-06
2.3270,5.65251917e-06,2.34475346e-06,2.34475432e-06
2.3280,5.65917414e-06,2.34540355e-06,2.34540441e-06
2.3290,5.66584261e-06,2.34605317e-06,2.34605403e-06
2.3300,5.67252460e-06,2.34670233e-06,2.34670318e-06
2.3310,5.67922014e-06,2.34735101e-06,2.34735187e-06
2.3320,5.68592924e-06,2.34799924e-06,2.34800009e-06
2.3330,5.69265193e-06,2.34864699e-06,2.34864785e-06
2.3340,5.69938822e-06,2.34929427e-06,2.34929513e-06
2.3350,5.70613814e-06,2.34994109e-06,2.34994195e-06
2.3360,5.71290171e-06,2.35058744e-06,2.35058830e-06
2.3370,5.71967893e-06,2.35123331e-06,2.35123417e-06
2.3380,5.72646984e-06,2.35187872e-06,2.35187958e-06
2.3390,5.73327446e-06,2.35252366e-06,2.35252452e-06
2.3400,5.74009279e-06,2.35316812e-06,2.35316899e-06
2.3410,5.74692486e-06,2.35381212e-06,2.35381298e-06
2.3420,5.75377069e-06,2.35445564e-06,2.35445651e-06
2.3430,5.76063028e-06,2.35509870e-06,2.35509956e-06
2.3440,5.76750367e-06,2.35574128e-06,2.35574214e-06
2.3450,5.77439087e-06,2.35638338e-06,2.35638425e-06
2.3460,5.78129189e-06,2.35702502e-06,2.35702588e-06
2.3470,5.78820675e-06,2.35766618e-06,2.35766705e-06
2.3480,5.79513546e-06,2.35830687e-06,2.35830773e-06
2.3490,5.80207804e-06,2.35894708e-06,2.35894795e-06
2.3500,5.80903451e-06,2.35958682e-06,2.35958769e-06
2.3510,5.81600488e-06,2.36022609e-06,2.36022696e-06
2.3520,5.82298916e-06,2.36086488e-06,2.36086575e-06
2.3530,5.82998737e-06,2.36150320e-06,2.36150406e-06
2.3540,5.83699952e-06,2.36214104e-06,2.36214190e-06
2.3550,5.84402563e-06,2.36277840e-06,2.36277927e-06
2.3560,5.85106571e-06,2.36341529e-06,2.36341616e-06
2.3570,5.85811976e-06,2.36405170e-06,2.36405257e-06
2.3580,5.86518782e-06,2.36468763e-06,2.36468850e-06
2.3590,5.87226987e-06,2.36532309e-06,2.36532396e-06
2.3600,5.87936594e-06,2.36595807e-06,2.36595894e-06
2.3610,5.88647604e-06,2.36659257e-06,2.36659344e-06
2.3620,5.89360018e-06,2.36722660e-06,2.36722747e-06
2.3630,5.90073837e-06,2.36786014e-06,2.36786102e-06
2.3640,5.90789062e-06,2.36849321e-06,2.36849408e-06
2.3650,5.91505693e-06,2.36912580e-06,2.36912667e-06
2.3660,5.92223732e-06,2.36975791e-06,2.36975878e-06
2.3670,5.92943180e-06,2.37038954e-06,2.37039041e-06
2.3680,5.93664038e-06,2.37102069e-06,2.37102156e-06
2.3690,5.94386305e-06,2.37165136e-06,2.37165223e-06
2.3700,5.95109984e-06,2.37228155e-06,2.37228242e-06
2.3710,5.95835075e-06,2.37291126e-06,2.37291213e-06
2.3720,5.96561578e-06,2.37354049e-06,2.37354136e-06
2.3730,5.97289494e-06,2.37416923e-06,2.37417011e-06
2.3740,5.98018824e-06,2.37479750e-06,2.37479838e-06
2.3750,5.98749568e-06,2.37542528e-06,2.37542616e-06
2.3760,5.99481727e-06,2.37605259e-06,2.37605346e-06
2.3770,6.00215301e-06,2.37667941e-06,2.37668029e-06
2.3780,6.00950291e-06,2.37730575e-06,2.37730662e-06
2.3790,6.01686697e-06,2.37793160e-06,2.37793248e-06
2.3800,6.02424520e-06,2.37855698e-06,2.37855785e-06
2.3810,6.03163759e-06,2.37918187e-06,2.37918275e-06
2.3820,6.03904415e-06,2.37980627e-06,2.37980715e-06
2.3830,6.04646489e-06,2.38043020e-06,2.38043108e-06
2.3840,6.05389980e-06,2.38105364e-06,2.38105452e-06
2.3850,6.06134889e-06,2.38167659e-06,2.38167748e-06
2.3860,6.06881215e-06,2.38229907e-06,2.38229995e-06
2.3870,6.07628959e-06,2.38292106e-06,2.38292194e-06
2.3880,6.08378120e-06,2.38354256e-06,2.38354344e-06
2.3890,6.09128699e-06,2.38416358e-06,2.38416446e-06
2.3900,6.09880696e-06,2.38478411e-06,2.38478500e-06
2.3910,6.10634110e-06,2.38540416e-06,2.38540505e-06
2.3920,6.11388941e-06,2.38602373e-06,2.38602461e-06
2.3930,6.12145189e-06,2.38664281e-06,2.38664369e-06
2.3940,6.12902854e-06,2.38726140e-06,2.38726229e-06
2.3950,6.13661935e-06,2.38787951e-06,2.38788040e-06
2.3960,6.14422432e-06,2.38849714e-06,2.38849802e-06
2.3970,6.15184345e-06,2.38911427e-06,2.38911516e-06
2.3980,6.15947673e-06,2.38973092e-06,2.38973181e-06
2.3990,6.16712415e-06,2.39034709e-06,2.39034798e-06
2.4000,6.17478571e-06,2.39096277e-06,2.39096366e-06
2.4010,6.18246141e-06,2.39157796e-06,2.39157885e-06
2.4020,6.19015123e-06,2.39219267e-06,2.39219356e-06
2.4030,6.19785517e-06,2.39280689e-06,2.39280778e-06
2.4040,6.20557323e-06,2.39342062e-06,2.39342151e-06
2.4050,6.21330538e-06,2.39403387e-06,2.39403476e-06
2.4060,6.22105164e-06,2.39464663e-06,2.39464752e-06
2.4070,6.22881198e-06,2.39525890e-06,2.39525979e-06
2.4080,6.23658639e-06,2.39587068e-06,2.39587157e-06
2.4090,6.24437487e-06,2.39648198e-06,2.39648287e-06
2.4100,6.25217741e-06,2.39709279e-06,2.39709368e-06
2.4110,6.25999399e-06,2.39770311e-06,2.39770401e-06
2.4120,6.26782461e-06,2.39831295e-06,2.39831384e-06
2.4130,6.27566924e-06,2.39892230e-06,2.39892319e-06
2.4140,6.28352788e-06,2.39953116e-06,2.39953205e-06
2.4150,6.29140052e-06,2.40013953e-06,2.40014043e-06
2.4160,6.29928714e-06,2.40074741e-06,2.40074831e-06
2.4170,6.30718772e-06,2.40135481e-06,2.40135571e-06
2.4180,6.31510225e-06,2.40196172e-06,2.40196262e-06
2.4190,6.32303072e-06,2.40256814e-06,2.40256904e-06
2.4200,6.33097311e-06,2.40317408e-06,2.40317497e-06
2.4210,6.33892940e-06,2.40377952e-06,2.40378042e-06
2.4220,6.34689958e-06,2.40438448e-06,2.40438538e-06
2.4230,6.35488363e-06,2.40498895e-06,2.40498985e-06
2.4240,6.36288153e-06,2.40559293e-06,2.40559383e-06
2.4250,6.37089326e-06,2.40619642e-06,2.40619733e-06
2.4260,6.37891881e-06,2.40679943e-06,2.40680033e-06
2.4270,6.38695814e-06,2.40740195e-06,2.40740285e-06
2.4280,6.39501125e-06,2.40800398e-06,2.40800488e-06
2.4290,6.40307812e-06,2.40860552e-06,2.40860642e-06
2.4300,6.41115871e-06,2.40920657e-06,2.40920748e-06
2.4310,6.41925301e-06,2.40980714e-06,2.40980804e-06
2.4320,6.42736100e-06,2.41040722e-06,2.41040812e-06
2.4330,6.43548266e-06,2.41100681e-06,2.41100771e-06
2.4340,6.44361795e-06,2.41160591e-06,2.41160682e-06
2.4350,6.45176686e-06,2.41220453e-06,2.41220543e-06
2.4360,6.45992936e-06,2.41280266e-06,2.41280356e-06
2.4370,6.46810542e-06,2.41340029e-06,2.41340120e-06
