time,divergence_dt,divergence_dt_half,divergence_dt_quarter
4.5860,1.44922027e-05,5.43413502e-06,5.43413980e-06
4.5870,1.44943813e-05,5.43723860e-06,5.43724339e-06
4.5880,1.44965535e-05,5.44034534e-06,5.44035014e-06
4.5890,1.44987193e-05,5.44345524e-06,5.44346004e-06
4.5900,1.45008785e-05,5.44656831e-06,5.44657311e-06
4.5910,1.45030312e-05,5.44968454e-06,5.44968934e-06
4.5920,1.45051772e-05,5.45280394e-06,5.45280875e-06
4.5930,1.45073165e-05,5.45592651e-06,5.45593132e-06
4.5940,1.45094491e-05,5.45905226e-06,5.45905708e-06
4.5950,1.45115748e-05,5.46218120e-06,5.46218601e-06
4.5960,1.45136937e-05,5.46531331e-06,5.46531814e-06
4.5970,1.45158056e-05,5.46844862e-06,5.46845344e-06
4.5980,1.45179105e-05,5.47158711e-06,5.47159194e-06
4.5990,1.45200084e-05,5.47472880e-06,5.47473364e-06
4.6000,1.45220992e-05,5.47787369e-06,5.47787853e-06
4.6010,1.45241828e-05,5.48102178e-06,5.48102663e-06
4.6020,1.45262592e-05,5.48417308e-06,5.48417793e-06
4.6030,1.45283284e-05,5.48732758e-06,5.48733244e-06
4.6040,1.45303901e-05,5.49048530e-06,5.49049016e-06
4.6050,1.45324445e-05,5.49364624e-06,5.49365110e-06
4.6060,1.45344915e-05,5.49681039e-06,5.49681525e-06
4.6070,1.45365309e-05,5.49997776e-06,5.49998263e-06
4.6080,1.45385628e-05,5.50314837e-06,5.50315324e-06
4.6090,1.45405870e-05,5.50632220e-06,5.50632707e-06
4.6100,1.45426036e-05,5.50949926e-06,5.50950414e-06
4.6110,1.45446124e-05,5.51267956e-06,5.51268445e-06
4.6120,1.45466134e-05,5.51586310e-06,5.51586799e-06
4.6130,1.45486066e-05,5.51904988e-06,5.51905478e-06
4.6140,1.45505919e-05,5.52223991e-06,5.52224481e-06
4.6150,1.45525692e-05,5.52543319e-06,5.52543809e-06
4.6160,1.45545386e-05,5.52862972e-06,5.52863463e-06
4.6170,1.45564998e-05,5.53182951e-06,5.53183442e-06
4.6180,1.45584530e-05,5.53503255e-06,5.53503747e-06
4.6190,1.45603979e-05,5.53823886e-06,5.53824378e-06
4.6200,1.45623347e-05,5.54144844e-06,5.54145336e-06
4.6210,1.45642631e-05,5.54466128e-06,5.54466621e-06
4.6220,1.45661832e-05,5.54787740e-06,5.54788233e-06
4.6230,1.45680949e-05,5.55109679e-06,5.55110173e-06
4.6240,1.45699982e-05,5.55431946e-06,5.55432440e-06
4.6250,1.45718930e-05,5.55754542e-06,5.55755036e-06
4.6260,1.45737793e-05,5.56077465e-06,5.56077960e-06
4.6270,1.45756569e-05,5.56400718e-06,5.56401213e-06
4.6280,1.45775259e-05,5.56724300e-06,5.56724796e-06
4.6290,1.45793862e-05,5.57048211e-06,5.57048707e-06
4.6300,1.45812377e-05,5.57372452e-06,5.57372949e-06
4.6310,1.45830804e-05,5.57697023e-06,5.57697520e-06
4.6320,1.45849142e-05,5.58021924e-06,5.58022422e-06
4.6330,1.45867392e-05,5.58347156e-06,5.58347654e-06
4.6340,1.45885552e-05,5.58672719e-06,5.58673218e-06
4.6350,1.45903622e-05,5.58998614e-06,5.58999113e-06
4.6360,1.45921601e-05,5.59324840e-06,5.59325339e-06
4.6370,1.45939489e-05,5.59651398e-06,5.59651898e-06
4.6380,1.45957286e-05,5.59978288e-06,5.59978788e-06
4.6390,1.45974990e-05,5.60305510e-06,5.60306011e-06
4.6400,1.45992602e-05,5.60633066e-06,5.60633567e-06
4.6410,1.46010121e-05,5.60960954e-06,5.60961456e-06
4.6420,1.46027546e-05,5.61289176e-06,5.61289678e-06
4.6430,1.46044878e-05,5.61617731e-06,5.61618234e-06
4.6440,1.46062115e-05,5.61946621e-06,5.61947124e-06
4.6450,1.46079257e-05,5.62275844e-06,5.62276348e-06
4.6460,1.46096303e-05,5.62605402e-06,5.62605906e-06
4.6470,1.46113254e-05,5.62935295e-06,5.62935800e-06
4.6480,1.46130109e-05,5.63265524e-06,5.63266028e-06
4.6490,1.46146866e-05,5.63596087e-06,5.63596592e-06
4.6500,1.46163527e-05,5.63926986e-06,5.63927492e-06
4.6510,1.46180090e-05,5.64258221e-06,5.64258727e-06
4.6520,1.46196554e-05,5.64589792e-06,5.64590299e-06
4.6530,1.46212921e-05,5.64921700e-06,5.64922207e-06
4.6540,1.46229188e-05,5.65253944e-06,5.65254452e-06
4.6550,1.46245356e-05,5.65586526e-06,5.65587034e-06
4.6560,1.46261423e-05,5.65919445e-06,5.65919953e-06
4.6570,1.46277391e-05,5.66252701e-06,5.66253210e-06
4.6580,1.46293258e-05,5.66586295e-06,5.66586805e-06
4.6590,1.46309024e-05,5.66920228e-06,5.66920737e-06
4.6600,1.46324688e-05,5.67254498e-06,5.67255008e-06
4.6610,1.46340251e-05,5.67589107e-06,5.67589618e-06
4.6620,1.46355711e-05,5.67924056e-06,5.67924567e-06
4.6630,1.46371068e-05,5.68259343e-06,5.68259854e-06
4.6640,1.46386322e-05,5.68594969e-06,5.68595482e-06
4.6650,1.46401473e-05,5.68930936e-06,5.68931448e-06
4.6660,1.46416520e-05,5.69267242e-06,5.69267755e-06
4.6670,1.46431462e-05,5.69603888e-06,5.69604402e-06
4.6680,1.46446300e-05,5.69940875e-06,5.69941389e-06
4.6690,1.46461033e-05,5.70278202e-06,5.70278717e-06
4.6700,1.46475660e-05,5.70615871e-06,5.70616385e-06
4.6710,1.46490181e-05,5.70953880e-06,5.70954395e-06
4.6720,1.46504597e-05,5.71292231e-06,5.71292746e-06
4.6730,1.46518905e-05,5.71630923e-06,5.71631439e-06
4.6740,1.46533107e-05,5.71969957e-06,5.71970474e-06
4.6750,1.46547202e-05,5.72309333e-06,5.72309851e-06
4.6760,1.46561189e-05,5.72649052e-06,5.72649570e-06
4.6770,1.46575068e-05,5.72989113e-06,5.72989631e-06
4.6780,1.46588839e-05,5.73329517e-06,5.73330036e-06
4.6790,1.46602502e-05,5.73670264e-06,5.73670783e-06
4.6800,1.46616055e-05,5.74011354e-06,5.74011874e-06
4.6810,1.46629500e-05,5.74352788e-06,5.74353308e-06
4.6820,1.46642834e-05,5.74694565e-06,5.74695085e-06
4.6830,1.46656059e-05,5.75036686e-06,5.75037207e-06
4.6840,1.46669174e-05,5.75379151e-06,5.75379673e-06
4.6850,1.46682178e-05,5.75721961e-06,5.75722483e-06
4.6860,1.46695072e-05,5.76065115e-06,5.76065637e-06
4.6870,1.46707854e-05,5.76408614e-06,5.76409137e-06
4.6880,1.46720525e-05,5.76752458e-06,5.76752981e-06
4.6890,1.46733085e-05,5.77096647e-06,5.77097171e-06
4.6900,1.46745532e-05,5.77441181e-06,5.77441705e-06
4.6910,1.46757867e-05,5.77786061e-06,5.77786586e-06
4.6920,1.46770090e-05,5.78131287e-06,5.78131812e-06
4.6930,1.46782200e-05,5.78476858e-06,5.78477384e-06
4.6940,1.46794198e-05,5.78822776e-06,5.78823303e-06
4.6950,1.46806082e-05,5.79169041e-06,5.79169567e-06
4.6960,1.46817852e-05,5.79515652e-06,5.79516179e-06
4.6970,1.46829509e-05,5.79862609e-06,5.79863137e-06
4.6980,1.46841052e-05,5.80209914e-06,5.80210442e-06
4.6990,1.46852480e-05,5.80557565e-06,5.80558094e-06
4.7000,1.46863795e-05,5.80905564e-06,5.80906094e-06
4.7010,1.46874994e-05,5.81253911e-06,5.81254441e-06
4.7020,1.46886079e-05,5.81602605e-06,5.81603135e-06
4.7030,1.46897048e-05,5.81951647e-06,5.81952178e-06
4.7040,1.46907903e-05,5.82301037e-06,5.82301568e-06
4.7050,1.46918642e-05,5.82650776e-06,5.82651307e-06
4.7060,1.46929265e-05,5.83000862e-06,5.83001394e-06
4.7070,1.46939772e-05,5.83351298e-06,5.83351830e-06
4.7080,1.46950163e-05,5.83702081e-06,5.83702615e-06
4.7090,1.46960438e-05,5.84053214e-06,5.84053748e-06
4.7100,1.46970597e-05,5.84404696e-06,5.84405230e-06
4.7110,1.46980639e-05,5.84756527e-06,5.84757062e-06
4.7120,1.46990564e-05,5.85108708e-06,5.85109243e-06
4.7130,1.47000373e-05,5.85461238e-06,5.85461774e-06
4.7140,1.47010064e-05,5.85814118e-06,5.85814654e-06
4.7150,1.47019638e-05,5.86167347e-06,5.86167884e-06
4.7160,1.47029095e-05,5.86520927e-06,5.86521464e-06
4.7170,1.47038434e-05,5.86874856e-06,5.86875394e-06
4.7180,1.47047656e-05,5.87229136e-06,5.87229675e-06
4.7190,1.47056760e-05,5.87583767e-06,5.87584305e-06
4.7200,1.47065746e-05,5.87938748e-06,5.87939287e-06
4.7210,1.47074614e-05,5.88294079e-06,5.88294619e-06
4.7220,1.47083364e-05,5.88649762e-06,5.88650302e-06
4.7230,1.47091996e-05,5.89005795e-06,5.89006336e-06
4.7240,1.47100509e-05,5.89362180e-06,5.89362721e-06
4.7250,1.47108905e-05,5.89718915e-06,5.89719457e-06
4.7260,1.47117181e-05,5.90076002e-06,5.90076545e-06
4.7270,1.47125339e-05,5.90433441e-06,5.90433984e-06
4.7280,1.47133379e-05,5.90791231e-06,5.90791774e-06
4.7290,1.47141300e-05,5.91149373e-06,5.91149917e-06
4.7300,1.47149102e-05,5.91507867e-06,5.91508411e-06
4.7310,1.47156785e-05,5.91866712e-06,5.91867257e-06
4.7320,1.47164350e-05,5.92225910e-06,5.92226455e-06
4.7330,1.47171795e-05,5.92585460e-06,5.92586006e-06
4.7340,1.47179122e-05,5.92945362e-06,5.92945909e-06
4.7350,1.47186329e-05,5.93305617e-06,5.93306164e-06
4.7360,1.47193418e-05,5.93666224e-06,5.93666771e-06
4.7370,1.47200388e-05,5.94027183e-06,5.94027731e-06
4.7380,1.47207238e-05,5.94388495e-06,5.94389044e-06
4.7390,1.47213969e-05,5.94750161e-06,5.94750710e-06
4.7400,1.47220582e-05,5.95112178e-06,5.95112728e-06
4.7410,1.47227075e-05,5.95474549e-06,5.95475099e-06
4.7420,1.47233449e-05,5.95837273e-06,5.95837824e-06
4.7430,1.47239704e-05,5.96200350e-06,5.96200901e-06
4.7440,1.47245840e-05,5.96563780e-06,5.96564332e-06
4.7450,1.47251858e-05,5.96927564e-06,5.96928116e-06
4.7460,1.47257756e-05,5.97291701e-06,5.97292254e-06
4.7470,1.47263535e-05,5.97656191e-06,5.97656744e-06
4.7480,1.47269195e-05,5.98021035e-06,5.98021589e-06
4.7490,1.47274736e-05,5.98386232e-06,5.98386787e-06
4.7500,1.47280159e-05,5.98751783e-06,5.98752338e-06
4.7510,1.47285462e-05,5.99117688e-06,5.99118243e-06
4.7520,1.47290647e-05,5.99483947e-06,5.99484503e-06
4.7530,1.47295714e-05,5.99850559e-06,5.99851115e-06
4.7540,1.47300661e-05,6.00217525e-06,6.00218082e-06
4.7550,1.47305491e-05,6.00584845e-06,6.00585403e-06
4.7560,1.47310202e-05,6.00952519e-06,6.00953077e-06
4.7570,1.47314794e-05,6.01320548e-06,6.01321106e-06
4.7580,1.47319269e-05,6.01688930e-06,6.01689489e-06
4.7590,1.47323625e-05,6.02057666e-06,6.02058226e-06
4.7600,1.47327863e-05,6.02426757e-06,6.02427317e-06
4.7610,1.47331983e-05,6.02796201e-06,6.02796762e-06
4.7620,1.47335986e-05,6.03166000e-06,6.03166562e-06
4.7630,1.47339871e-05,6.03536153e-06,6.03536715e-06
4.7640,1.47343638e-05,6.03906661e-06,6.03907223e-06
4.7650,1.47347288e-05,6.04277523e-06,6.04278086e-06
4.7660,1.47350821e-05,6.04648739e-06,6.04649302e-06
4.7670,1.47354237e-05,6.05020309e-06,6.05020873e-06
4.7680,1.47357536e-05,6.05392234e-06,6.05392799e-06
4.7690,1.47360718e-05,6.05764514e-06,6.05765079e-06
4.7700,1.47363783e-05,6.06137147e-06,6.06137713e-06
4.7710,1.47366732e-05,6.06510135e-06,6.06510701e-06
4.7720,1.47369565e-05,6.06883478e-06,6.06884044e-06
4.7730,1.47372281e-05,6.07257175e-06,6.07257742e-06
4.7740,1.47374882e-05,6.07631226e-06,6.07631794e-06
4.7750,1.47377367e-05,6.08005632e-06,6.08006200e-06
4.7760,1.47379736e-05,6.08380392e-06,6.08380961e-06
4.7770,1.47381990e-05,6.08755506e-06,6.08756076e-06
4.7780,1.47384129e-05,6.09130975e-06,6.09131545e-06
4.7790,1.47386153e-05,6.09506799e-06,6.09507369e-06
4.7800,1.47388063e-05,6.09882977e-06,6.09883548e-06
4.7810,1.47389858e-05,6.10259509e-06,6.10260080e-06
4.7820,1.47391539e-05,6.10636395e-06,6.10636967e-06
4.7830,1.47393106e-05,6.11013636e-06,6.11014209e-06
4.7840,1.47394559e-05,6.11391231e-06,6.11391804e-06
4.7850,1.47395898e-05,6.11769180e-06,6.11769754e-06
4.7860,1.47397125e-05,6.12147483e-06,6.12148058e-06
4.7870,1.47398238e-05,6.12526141e-06,6.12526716e-06
4.7880,1.47399238e-05,6.12905153e-06,6.12905728e-06
4.7890,1.47400127e-05,6.13284518e-06,6.13285095e-06
4.7900,1.47400903e-05,6.13664238e-06,6.13664815e-06
4.7910,1.47401567e-05,6.14044312e-06,6.14044889e-06
4.7920,1.47402119e-05,6.14424740e-06,6.14425318e-06
4.7930,1.47402560e-05,6.14805522e-06,6.14806100e-06
4.7940,1.47402890e-05,6.15186657e-06,6.15187236e-06
4.7950,1.47403110e-05,6.15568146e-06,6.15568726e-06
4.7960,1.47403219e-05,6.15949989e-06,6.15950570e-06
4.7970,1.47403217e-05,6.16332186e-06,6.16332767e-06
4.7980,1.47403106e-05,6.16714736e-06,6.16715318e-06
4.7990,1.47402886e-05,6.17097640e-06,6.17098222e-06
4.8000,1.47402556e-05,6.17480897e-06,6.17481480e-06
4.8010,1.47402118e-05,6.17864507e-06,6.17865091e-06
4.8020,1.47401570e-05,6.18248471e-06,6.18249055e-06
4.8030,1.47400915e-05,6.18632788e-06,6.18633372e-06
4.8040,1.47400152e-05,6.19017458e-06,6.19018043e-06
4.8050,1.47399281e-05,6.19402481e-06,6.19403066e-06
4.8060,1.47398304e-05,6.19787857e-06,6.19788443e-06
4.8070,1.47397219e-05,6.20173586e-06,6.20174172e-06
4.8080,1.47396028e-05,6.20559667e-06,6.20560254e-06
4.8090,1.47394731e-05,6.20946101e-06,6.20946689e-06
4.8100,1.47393329e-05,6.21332887e-06,6.21333476e-06
4.8110,1.47391821e-05,6.21720026e-06,6.21720615e-06
4.8120,1.47390208e-05,6.22107517e-06,6.22108107e-06
4.8130,1.47388491e-05,6.22495361e-06,6.22495951e-06
4.8140,1.47386669e-05,6.22883556e-06,6.22884147e-06
4.8150,1.47384744e-05,6.23272103e-06,6.23272694e-06
4.8160,1.47382715e-05,6.23661002e-06,6.23661594e-06
4.8170,1.47380584e-05,6.24050253e-06,6.24050845e-06
4.8180,1.47378350e-05,6.24439855e-06,6.24440448e-06
4.8190,1.47376013e-05,6.24829809e-06,6.24830402e-06
4.8200,1.47373575e-05,6.25220114e-06,6.25220708e-06
4.8210,1.47371036e-05,6.25610770e-06,6.25611364e-06
4.8220,1.47368396e-05,6.26001777e-06,6.26002372e-06
4.8230,1.47365656e-05,6.26393134e-06,6.26393730e-06
4.8240,1.47362815e-05,6.26784843e-06,6.26785439e-06
4.8250,1.47359875e-05,6.27176902e-06,6.27177499e-06
4.8260,1.47356836e-05,6.27569311e-06,6.27569909e-06
4.8270,1.47353698e-05,6.27962070e-06,6.27962669e-06
4.8280,1.47350462e-05,6.28355180e-06,6.28355779e-06
4.8290,1.47347128e-05,6.28748639e-06,6.28749239e-06
4.8300,1.47343697e-05,6.29142448e-06,6.29143048e-06
4.8310,1.47340169e-05,6.29536607e-06,6.29537207e-06
4.8320,1.47336544e-05,6.29931115e-06,6.29931716e-06
4.8330,1.47332824e-05,6.30325972e-06,6.30326574e-06
4.8340,1.47329008e-05,6.30721178e-06,6.30721780e-06
4.8350,1.47325098e-05,6.31116732e-06,6.31117336e-06
4.8360,1.47321092e-05,6.31512636e-06,6.31513240e-06
4.8370,1.47316993e-05,6.31908888e-06,6.31909492e-06
4.8380,1.47312801e-05,6.32305488e-06,6.32306093e-06
4.8390,1.47308515e-05,6.32702436e-06,6.32703041e-06
4.8400,1.47304137e-05,6.33099731e-06,6.33100338e-06
4.8410,1.47299666e-05,6.33497375e-06,6.33497982e-06
4.8420,1.47295105e-05,6.33895366e-06,6.33895973e-06
4.8430,1.47290452e-05,6.34293704e-06,6.34294312e-06
4.8440,1.47285709e-05,6.34692388e-06,6.34692997e-06
4.8450,1.47280876e-05,6.35091420e-06,6.35092029e-06
4.8460,1.47275953e-05,6.35490798e-06,6.35491408e-06
4.8470,1.47270941e-05,6.35890523e-06,6.35891133e-06
4.8480,1.47265841e-05,6.36290593e-06,6.36291204e-06
4.8490,1.47260653e-05,6.36691009e-06,6.36691621e-06
4.8500,1.47255378e-05,6.37091771e-06,6.37092383e-06
4.8510,1.47250016e-05,6.37492878e-06,6.37493491e-06
4.8520,1.47244568e-05,6.37894330e-06,6.37894944e-06
4.8530,1.47239034e-05,6.38296127e-06,6.38296742e-06
4.8540,1.47233414e-05,6.38698269e-06,6.38698884e-06
4.8550,1.47227710e-05,6.39100755e-06,6.39101370e-06
4.8560,1.47221922e-05,6.39503585e-06,6.39504201e-06
4.8570,1.47216050e-05,6.39906759e-06,6.39907376e-06
4.8580,1.47210096e-05,6.40310276e-06,6.40310894e-06
4.8590,1.47204059e-05,6.40714137e-06,6.40714755e-06
4.8600,1.47197940e-05,6.41118341e-06,6.41118959e-06
4.8610,1.47191739e-05,6.41522887e-06,6.41523506e-06
4.8620,1.47185458e-05,6.41927776e-06,6.41928396e-06
4.8630,1.47179097e-05,6.42333007e-06,6.42333627e-06
4.8640,1.47172656e-05,6.42738580e-06,6.42739201e-06
4.8650,1.47166136e-05,6.43144495e-06,6.43145116e-06
4.8660,1.47159538e-05,6.43550750e-06,6.43551373e-06
4.8670,1.47152861e-05,6.43957347e-06,6.43957970e-06
4.8680,1.47146108e-05,6.44364285e-06,6.44364908e-06
4.8690,1.47139277e-05,6.44771563e-06,6.44772187e-06
4.8700,1.47132371e-05,6.45179181e-06,6.45179805e-06
4.8710,1.47125389e-05,6.45587138e-06,6.45587764e-06
4.8720,1.47118332e-05,6.45995435e-06,6.45996062e-06
4.8730,1.47111201e-05,6.46404072e-06,6.46404699e-06
4.8740,1.47103996e-05,6.46813047e-06,6.46813674e-06
4.8750,1.47096717e-05,6.47222361e-06,6.47222989e-06
4.8760,1.47089366e-05,6.47632013e-06,6.47632641e-06
4.8770,1.47081944e-05,6.48042002e-06,6.48042632e-06
4.8780,1.47074449e-05,6.48452330e-06,6.48452959e-06
4.8790,1.47066884e-05,6.48862994e-06,6.48863624e-06
4.8800,1.47059249e-05,6.49273995e-06,6.49274626e-06
4.8810,1.47051545e-05,6.49685333e-06,6.49685965e-06
4.8820,1.47043771e-05,6.50097007e-06,6.50097639e-06
4.8830,1.47035929e-05,6.50509016e-06,6.50509649e-06
4.8840,1.47028019e-05,6.50921361e-06,6.50921995e-06
4.8850,1.47020043e-05,6.51334041e-06,6.51334676e-06
4.8860,1.47012000e-05,6.51747056e-06,6.51747691e-06
4.8870,1.47003891e-05,6.52160405e-06,6.52161041e-06
4.8880,1.46995716e-05,6.52574088e-06,6.52574725e-06
4.8890,1.46987478e-05,6.52988105e-06,6.52988742e-06
4.8900,1.46979175e-05,6.53402455e-06,6.53403092e-06
4.8910,1.46970809e-05,6.53817137e-06,6.53817776e-06
4.8920,1.46962380e-05,6.54232152e-06,6.54232791e-06
4.8930,1.46953889e-05,6.54647500e-06,6.54648139e-06
4.8940,1.46945336e-05,6.55063178e-06,6.55063818e-06
4.8950,1.46936723e-05,6.55479188e-06,6.55479829e-06
4.8960,1.46928049e-05,6.55895529e-06,6.55896171e-06
4.8970,1.46919316e-05,6.56312200e-06,6.56312843e-06
4.8980,1.46910524e-05,6.56729202e-06,6.56729845e-06
4.8990,1.46901674e-05,6.57146533e-06,6.57147176e-06
4.9000,1.46892766e-05,6.57564193e-06,6.57564837e-06
4.9010,1.46883801e-05,6.57982182e-06,6.57982827e-06
4.9020,1.46874780e-05,6.58400499e-06,6.58401145e-06
4.9030,1.46865703e-05,6.58819145e-06,6.58819791e-06
4.9040,1.46856571e-05,6.59238118e-06,6.59238764e-06
4.9050,1.46847384e-05,6.59657418e-06,6.59658065e-06
4.9060,1.46838144e-05,6.60077044e-06,6.60077692e-06
4.9070,1.46828851e-05,6.60496997e-06,6.60497646e-06
4.9080,1.46819505e-05,6.60917276e-06,6.60917925e-06
4.9090,1.46810107e-05,6.61337880e-06,6.61338530e-06
4.9100,1.46800658e-05,6.61758808e-06,6.61759459e-06
4.9110,1.46791158e-05,6.62180062e-06,6.62180713e-06
4.9120,1.46781608e-05,6.62601639e-06,6.62602291e-06
4.9130,1.46772010e-05,6.63023540e-06,6.63024192e-06
4.9140,1.46762362e-05,6.63445763e-06,6.63446417e-06
4.9150,1.46752667e-05,6.63868310e-06,6.63868964e-06
4.9160,1.46742924e-05,6.64291178e-06,6.64291833e-06
4.9170,1.46733135e-05,6.64714368e-06,6.64715023e-06
4.9180,1.46723299e-05,6.65137879e-06,6.65138535e-06
4.9190,1.46713419e-05,6.65561711e-06,6.65562367e-06
4.9200,1.46703493e-05,6.65985863e-06,6.65986520e-06
4.9210,1.46693524e-05,6.66410334e-06,6.66410992e-06
4.9220,1.46683511e-05,6.66835125e-06,6.66835784e-06
4.9230,1.46673455e-05,6.67260234e-06,6.67260894e-06
4.9240,1.46663358e-05,6.67685662e-06,6.67686322e-06
4.9250,1.46653218e-05,6.68111407e-06,6.68112068e-06
4.9260,1.46643038e-05,6.68537470e-06,6.68538131e-06
4.9270,1.46632818e-05,6.68963849e-06,6.68964511e-06
4.9280,1.46622559e-05,6.69390544e-06,6.69391207e-06
4.9290,1.46612261e-05,6.69817555e-06,6.69818218e-06
4.9300,1.46601924e-05,6.70244881e-06,6.70245545e-06
4.9310,1.46591550e-05,6.70672521e-06,6.70673186e-06
4.9320,1.46581139e-05,6.71100475e-06,6.71101141e-06
4.9330,1.46570692e-05,6.71528743e-06,6.71529409e-06
4.9340,1.46560210e-05,6.71957324e-06,6.71957991e-06
4.9350,1.46549692e-05,6.72386217e-06,6.72386885e-06
4.9360,1.46539140e-05,6.72815423e-06,6.72816091e-06
4.9370,1.46528555e-05,6.73244939e-06,6.73245608e-06
4.9380,1.46517937e-05,6.73674766e-06,6.73675436e-06
4.9390,1.46507286e-05,6.74104904e-06,6.74105574e-06
4.9400,1.46496604e-05,6.74535351e-06,6.74536021e-06
4.9410,1.46485891e-05,6.74966107e-06,6.74966778e-06
4.9420,1.46475148e-05,6.75397171e-06,6.75397844e-06
4.9430,1.46464375e-05,6.75828544e-06,6.75829217e-06
4.9440,1.46453573e-05,6.76260224e-06,6.76260897e-06
4.9450,1.46442742e-05,6.76692210e-06,6.76692885e-06
4.9460,1.46431884e-05,6.77124503e-06,6.77125178e-06
4.9470,1.46420999e-05,6.77557101e-06,6.77557777e-06
4.9480,1.46410087e-05,6.77990005e-06,6.77990681e-06
4.9490,1.46399150e-05,6.78423213e-06,6.78423890e-06
4.9500,1.46388187e-05,6.78856724e-06,6.78857402e-06
4.9510,1.46377200e-05,6.79290539e-06,6.79291218e-06
4.9520,1.46366189e-05,6.79724657e-06,6.79725336e-06
4.9530,1.46355155e-05,6.80159076e-06,6.80159756e-06
4.9540,1.46344099e-05,6.80593797e-06,6.80594478e-06
4.9550,1.46333021e-05,6.81028819e-06,6.81029500e-06
4.9560,1.46321921e-05,6.81464140e-06,6.81464822e-06
4.9570,1.46310801e-05,6.81899762e-06,6.81900444e-06
4.9580,1.46299660e-05,6.82335682e-06,6.82336365e-06
4.9590,1.46288501e-05,6.82771900e-06,6.82772584e-06
4.9600,1.46277323e-05,6.83208417e-06,6.83209101e-06
4.9610,1.46266126e-05,6.83645230e-06,6.83645915e-06
4.9620,1.46254913e-05,6.84082339e-06,6.84083025e-06
4.9630,1.46243682e-05,6.84519744e-06,6.84520431e-06
4.9640,1.46232436e-05,6.84957444e-06,6.84958132e-06
4.9650,1.46221173e-05,6.85395439e-06,6.85396127e-06
4.9660,1.46209896e-05,6.85833727e-06,6.85834416e-06
4.9670,1.46198605e-05,6.86272309e-06,6.86272998e-06
4.9680,1.46187300e-05,6.86711183e-06,6.86711873e-06
4.9690,1.46175983e-05,6.87150348e-06,6.87151039e-06
4.9700,1.46164653e-05,6.87589805e-06,6.87590497e-06
4.9710,1.46153311e-05,6.88029552e-06,6.88030244e-06
4.9720,1.46141958e-05,6.88469589e-06,6.88470282e-06
4.9730,1.46130594e-05,6.88909915e-06,6.88910608e-06
4.9740,1.46119221e-05,6.89350529e-06,6.89351223e-06
4.9750,1.46107839e-05,6.89791431e-06,6.89792126e-06
4.9760,1.46096448e-05,6.90232619e-06,6.90233315e-06
4.9770,1.46085049e-05,6.90674095e-06,6.90674791e-06
4.9780,1.46073642e-05,6.91115855e-06,6.91116553e-06
4.9790,1.46062229e-05,6.91557901e-06,6.91558599e-06
4.9800,1.46050810e-05,6.92000231e-06,6.92000929e-06
4.9810,1.46039385e-05,6.92442844e-06,6.92443543e-06
4.9820,1.46027956e-05,6.92885740e-06,6.92886440e-06
4.9830,1.46016522e-05,6.93328918e-06,6.93329619e-06
4.9840,1.46005084e-05,6.93772377e-06,6.93773079e-06
4.9850,1.45993644e-05,6.94216117e-06,6.94216819e-06
4.9860,1.45982201e-05,6.94660136e-06,6.94660839e-06
4.9870,1.45970756e-05,6.95104435e-06,6.95105139e-06
4.9880,1.45959309e-05,6.95549012e-06,6.95549717e-06
4.9890,1.45947863e-05,6.95993867e-06,6.95994572e-06
4.9900,1.45936416e-05,6.96438999e-06,6.96439705e-06
4.9910,1.45924969e-05,6.96884406e-06,6.96885113e-06
4.9920,1.45913524e-05,6.97330090e-06,6.97330797e-06
4.9930,1.45902081e-05,6.97776047e-06,6.97776755e-06
4.9940,1.45890639e-05,6.98222279e-06,6.98222988e-06
4.9950,1.45879201e-05,6.98668784e-06,6.98669493e-06
4.9960,1.45867766e-05,6.99115561e-06,6.99116271e-06
4.9970,1.45856336e-05,6.99562610e-06,6.99563321e-06
4.9980,1.45844910e-05,7.00009929e-06,7.00010641e-06
4.9990,1.45833489e-05,7.00457519e-06,7.00458231e-06
5.0000,1.45822075e-05,7.00905378e-06,7.00906091e-06
5.0010,1.45810666e-05,7.01353505e-06,7.01354219e-06
5.0020,1.45799265e-05,7.01801900e-06,7.01802615e-06
5.0030,1.45787871e-05,7.02250562e-06,7.02251277e-06
5.0040,1.45776486e-05,7.02699490e-06,7.02700206e-06
5.0050,1.45765109e-05,7.03148683e-06,7.03149400e-06
5.0060,1.45753741e-05,7.03598141e-06,7.03598859e-06
5.0070,1.45742384e-05,7.04047863e-06,7.04048581e-06
5.0080,1.45731037e-05,7.04497847e-06,7.04498566e-06
5.0090,1.45719701e-05,7.04948094e-06,7.04948813e-06
5.0100,1.45708376e-05,7.05398601e-06,7.05399322e-06
5.0110,1.45697064e-05,7.05849370e-06,7.05850091e-06
5.0120,1.45685764e-05,7.06300398e-06,7.06301119e-06
5.0130,1.45674477e-05,7.06751684e-06,7.06752407e-06
5.0140,1.45663205e-05,7.07203229e-06,7.07203952e-06
5.0150,1.45651947e-05,7.07655031e-06,7.07655755e-06
5.0160,1.45640703e-05,7.08107089e-06,7.08107813e-06
5.0170,1.45629476e-05,7.08559402e-06,7.08560128e-06
5.0180,1.45618264e-05,7.09011971e-06,7.09012697e-06
5.0190,1.45607069e-05,7.09464793e-06,7.09465519e-06
5.0200,1.45595890e-05,7.09917868e-06,7.09918595e-06
5.0210,1.45584730e-05,7.10371195e-06,7.10371923e-06
